0	diff1	3.279096612
2	diff1	4.671741369
4	diff1	4.950863193
6	diff1	4.344972506
8	diff1	3.745626749
10	diff1	3.135537908
12	diff1	2.474007538
14	diff1	2.170592929
16	diff1	1.983932067
18	diff1	1.819822014
20	diff1	1.585422416
22	diff1	0.966150394
24	diff1	0.6504463429
26	diff1	0.3965420302
28	diff1	0.2242287132
30	diff1	0.1223919207
32	diff1	0.02945624486
34	diff1	0.02175694122
36	diff1	0.02088045842
38	diff1	0.02065671107
40	diff1	0.02044318578
