0	f_tot	1.279775807	mu_c	162.0049024
5	f_tot	0.3913950925	mu_c	140.3764378
10	f_tot	0.3599490804	mu_c	134.0252333
15	f_tot	0.3401442516	mu_c	129.0813011
20	f_tot	0.3285737425	mu_c	126.0794315
25	f_tot	0.3213311463	mu_c	124.2590945
30	f_tot	0.3165985052	mu_c	123.1823025
35	f_tot	0.313249081	mu_c	122.31818
40	f_tot	0.3108422727	mu_c	121.6904302
45	f_tot	0.3089461698	mu_c	121.0285244
50	f_tot	0.3075590768	mu_c	120.7884714
